instanciaId,politicaId,nombrePolitica,origenDatos,rutaEjecutadaCodificada,rutaEjecutadaLegible,carrilesVisitados,actividadesVisitadas,decisionesTomadas,cantidadObservaciones,cantidadNodos,cantidadDecisiones,cantidadForks,cantidadJoins,cantidadRetornos,cantidadReprocesos,cantidadDocumentos,cantidadFuncionariosInvolucrados,duracionPromedioHistorica,nodoMasLento,actividadMasLenta,carrilMasLento,cuelloBotellaLabel,anomaliaLabel,riesgoDemoraLabel,prioridadActual,prioridadRecomendadaLabel,rutaRecomendadaLabel,rutaRecomendadaLegible,motivoRecomendacion
SIM-LOCAL-dcae61d6,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-7ff5663b,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-d168d086,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-2aa84d3b,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-b4df2b64,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-e140acdc,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-009f5405,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-66fdebe7,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-fc3c7260,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-0c280a7b,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-82da55c6,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,2,0.0,Ninguna,Ninguna,General,0,0,0,ALTA,ALTA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-ba4de603,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-87705817,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-61daf916,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-5da8c5f5,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-11e46059,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-ed57305a,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,5,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-842e6df4,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-4aaa76d5,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,2,0.0,Ninguna,Ninguna,General,0,0,0,ALTA,ALTA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-2564bba4,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-81500c00,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,2,0.0,Ninguna,Ninguna,General,0,0,0,ALTA,ALTA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-1f87f064,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-e0768c8f,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-1cb26424,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-08592277,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-d6ad83d0,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-36e297b5,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-99c647e3,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-68ff48bc,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,0,0.0,Ninguna,Ninguna,General,0,0,0,ALTA,ALTA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-5fbcf19e,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-22b38740,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-bc240d9b,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,5,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-885e8a77,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-21d0de93,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-ef97c74e,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-c7048f17,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,2,0.0,Ninguna,Ninguna,General,0,0,0,ALTA,ALTA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-5e27b4fe,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-abc1af95,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-296b5baa,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-9fbfa902,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-5dce1429,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-d09209c5,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-4a4dea1e,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-bd046c44,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-7e8d33a7,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-c1f95623,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-018e2b14,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-6698a590,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-63c9f2b0,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-a2106815,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-52ffd043,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-338a362e,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-473110ed,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-8913550e,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-640c9d16,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-2fa4f16c,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-807a4f48,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-38c7c384,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-b4dbce0b,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-a3d75552,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-f334966e,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,2,0.0,Ninguna,Ninguna,General,0,0,0,ALTA,ALTA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-39ab37fd,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-e3ebb573,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-efb07eb3,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,5,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-30461e31,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-c06ba48f,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,5,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-66ba9b22,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,1,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-a16ee9c9,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-0609578d,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-e2934354,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-b7645cec,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,0,0.0,Ninguna,Ninguna,General,0,0,0,ALTA,ALTA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-1f58168f,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,4,0,0.0,Ninguna,Ninguna,General,0,0,0,ALTA,ALTA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-4e94be59,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-69db86a7,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,1,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-04249499,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,2,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-8c955654,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,2,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-20cf16c5,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,6,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-f9132746,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,0,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-e227cd44,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,5,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-902adfae,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,3,2,0.0,Ninguna,Ninguna,General,0,0,0,BAJA,BAJA,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
SIM-LOCAL-e7251064,69ee3ece8d7291ccd0cb012f,Reprogramar visita tecnica,SIMULADO_LOCAL,inicio,Inicio,General,Ninguna,Ninguna,0,1,0,0,0,0,0,1,0,0.0,Ninguna,Ninguna,General,0,0,0,NORMAL,NORMAL,RUTA_ACTUAL,Inicio,Generado localmente para volumen de DL.
