texto,politicaId,nombrePolitica
me gustaria reemplazar modem viejo porfa,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
ayuda para recuperar el servicio cortado porfa,WIFI_RECONEXION,Reconexion de servicio
busco terminar mi contrato de internet urgente,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
busco cambiar ssid de mi internet ya mismo,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
hacer duplicado de boleta gracias,WIFI_DUPLICADO_FACTURA,Duplicado de factura
quisiera descargar duplicado del recibo por favor,WIFI_DUPLICADO_FACTURA,Duplicado de factura
quiero pedir pasar cuenta de internet a otro nombre rapido,WIFI_CAMBIO_TITULAR,Cambio de titular
transferir titularidad wifi,WIFI_CAMBIO_TITULAR,Cambio de titular
porfa el nombre del wifi esta mal escrito ya mismo,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
tengo que desde ayer no tengo senal de internet ya mismo,WIFI_INTERNET_CAIDO,Internet caido
por favor poner otro nombre a la red cuanto antes,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
me pueden ayudar con me mude y necesito mover el servicio urgente,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
tengo que acabo de pagar el internet por favor,WIFI_REGISTRAR_PAGO,Registro de pago
me gustaria mi servicio esta totalmente cortado hoy mismo,WIFI_INTERNET_CAIDO,Internet caido
busco seguimiento de la instalacion urgente por favor,WIFI_ESTADO_INSTALACION,Estado de instalacion
quiero pedir router con luces rojas porfa,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
por favor me pueden reenviar la factura cuanto antes,WIFI_DUPLICADO_FACTURA,Duplicado de factura
como solicito registren mi pago lo antes posible,WIFI_REGISTRAR_PAGO,Registro de pago
necesito pedir cambiar responsable del contrato wifi urgente por favor,WIFI_CAMBIO_TITULAR,Cambio de titular
me pueden ayudar con cambiar el nombre del contrato ya mismo,WIFI_CAMBIO_TITULAR,Cambio de titular
busco el problema necesita que vengan a ver rapido,WIFI_VISITA_TECNICA,Visita tecnica
quisiera mover fecha de visita urgente por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
quiero reactivar mi cuenta de internet,WIFI_RECONEXION,Reconexion de servicio
quisiera me ofrecen otro plan para cambiarme hoy mismo,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
necesito pedir cambiar ssid de mi internet cuanto antes,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
ayuda para cambiar la velocidad contratada porfa,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
busco corregir datos personales ya mismo,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como solicito desde ayer no tengo senal de internet urgente por favor,WIFI_INTERNET_CAIDO,Internet caido
por favor la cita de hoy necesito moverla urgente por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
necesito pedir traslado de internet por mudanza lo antes posible,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
pueden ayudarme a mandar tecnico a mi casa porfa,WIFI_VISITA_TECNICA,Visita tecnica
favor de tengo cortes pequenos y baja velocidad hoy mismo,WIFI_INTERNET_LENTO,Internet lento
solicito ya regularice el pago reconecten de la oficina,WIFI_RECONEXION,Reconexion de servicio
quiero pedir cambiar de paquete gracias,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
deseo consultar mi instalacion pendiente ya mismo,WIFI_ESTADO_INSTALACION,Estado de instalacion
consultar deuda de internet porfa,WIFI_CONSULTAR_FACTURA,Consulta de factura
por favor ver mi factura de internet de inmediato,WIFI_CONSULTAR_FACTURA,Consulta de factura
solicito consultar avance de internet contratado urgente,WIFI_ESTADO_INSTALACION,Estado de instalacion
necesito pedir servicio de wifi por primera vez de inmediato,WIFI_INSTALACION,Instalacion de internet WiFi
deseo subir velocidad del wifi lo antes posible,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
necesito hacer migrar a un plan familiar hoy mismo,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
debo baja de wifi hogar por favor,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
solicito mi wifi no da conexion urgente,WIFI_INTERNET_CAIDO,Internet caido
necesito pedir una instalacion de internet en mi casa,WIFI_INSTALACION,Instalacion de internet WiFi
quisiera copia de factura internet de inmediato,WIFI_DUPLICADO_FACTURA,Duplicado de factura
necesito mi papa quiere pasarme el internet,WIFI_CAMBIO_TITULAR,Cambio de titular
por favor mover fecha de visita lo antes posible,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
quiero pedir estoy sin conexion en mi casa gracias,WIFI_INTERNET_CAIDO,Internet caido
me gustaria renombrar la red de internet porfa,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
necesito hacer ayuda con el modem porfa,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
consultar mi instalacion pendiente gracias,WIFI_ESTADO_INSTALACION,Estado de instalacion
quiero pedir manden nuevamente mi factura al correo hoy mismo,WIFI_DUPLICADO_FACTURA,Duplicado de factura
solicito mi modem hace ruido y no conecta cuanto antes,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
tengo que informacion de mi recibo lo antes posible,WIFI_CONSULTAR_FACTURA,Consulta de factura
hacer la cita de hoy necesito moverla gracias,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
pueden ayudarme a cambiar password wifi de la oficina,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como solicito el wifi va lentisimo en mi celular lo antes posible,WIFI_INTERNET_LENTO,Internet lento
me gustaria renombrar la red de internet ya mismo,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
deseo se puede hacer mas rapido mi wifi de inmediato,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
pueden ayudarme a no abre ninguna pagina con mi wifi rapido,WIFI_INTERNET_CAIDO,Internet caido
deseo aumentar megas en mi contrato,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
pueden ayudarme a solicitar otro equipo,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
me gustaria confirmar que pague la factura de la oficina,WIFI_REGISTRAR_PAGO,Registro de pago
como solicito mi familia necesita mas ancho de banda de la oficina,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
me gustaria llevar internet actual a nueva casa de inmediato,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
porfa cambiar la clave del wifi por favor,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
necesito pedir duplicado de factura rapido,WIFI_DUPLICADO_FACTURA,Duplicado de factura
hacer mi conexion anda lenta de la oficina,WIFI_INTERNET_LENTO,Internet lento
quiero pedir disputa por cobro de internet ahora,WIFI_RECLAMO_COBRO,Reclamo de cobro
como puedo registren mi pago de la oficina,WIFI_REGISTRAR_PAGO,Registro de pago
deseo terminar mi contrato de internet urgente,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
como puedo alta de internet para mi hogar gracias,WIFI_INSTALACION,Instalacion de internet WiFi
necesito pedir cambiar equipo por falla constante rapido,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito pedir solicitar otro equipo urgente por favor,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
mis datos estan mal en el sistema,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
busco cambiar cita con tecnico en mi casa,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
quisiera internet para una oficina pequena urgente por favor,WIFI_INSTALACION,Instalacion de internet WiFi
como hago para mi internet esta muy lento ya mismo,WIFI_INTERNET_LENTO,Internet lento
quisiera pague la deuda y sigo sin servicio por favor,WIFI_RECONEXION,Reconexion de servicio
necesito pedir reemplazar modem viejo ya mismo,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
como puedo cambiar la contrasena de mi red porfa,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
necesito cancelar mi servicio rapido,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
solicitar cambio de equipo ahora,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
como puedo ver el monto pendiente en mi casa,WIFI_CONSULTAR_FACTURA,Consulta de factura
debo cambiar el nombre del contrato cuanto antes,WIFI_CAMBIO_TITULAR,Cambio de titular
busco otro nombre para mi red hogar porfa,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
favor de revisar mi estado de cuenta ya mismo,WIFI_CONSULTAR_FACTURA,Consulta de factura
favor de aumentar megas en mi contrato de inmediato,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
necesito pedir soporte para configurar router por favor,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
me pueden ayudar con no hay internet en ningun equipo en mi casa,WIFI_INTERNET_CAIDO,Internet caido
quisiera consultar opciones para cambiar plan,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
favor de actualizar mi plan mensual urgente,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
solicito cambiar de plan por favor,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
tengo que conocer el importe facturado de inmediato,WIFI_CONSULTAR_FACTURA,Consulta de factura
busco imprimir mi factura de internet gracias,WIFI_DUPLICADO_FACTURA,Duplicado de factura
ayuda para puedo pedir visita de soporte lo antes posible,WIFI_VISITA_TECNICA,Visita tecnica
debo mi modem se quemo quiero cambiarlo de la oficina,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
como puedo el wifi se pone lento en la noche para mi cuenta,WIFI_INTERNET_LENTO,Internet lento
necesito hacer cambiar el nombre de mi red urgente por favor,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
tengo que cambiar la contrasena urgente,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
solicito puedo modificar el paquete que tengo porfa,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
favor de actualizar direccion de contacto urgente,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
hacer modificar agenda del tecnico urgente por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
tengo que renovar datos registrados urgente por favor,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
ayuda para cancelar internet para mi cuenta,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
porfa habilitar wifi nuevamente lo antes posible,WIFI_RECONEXION,Reconexion de servicio
necesito hacer mi modem hace ruido y no conecta gracias,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
solicito llevar internet actual a nueva casa de la oficina,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
el nombre del wifi esta mal escrito hoy mismo,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
me pueden ayudar con me falta el comprobante de facturacion porfa,WIFI_DUPLICADO_FACTURA,Duplicado de factura
hacer renovar la contrasena de wifi ahora,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
quiero pedir reconexion del wifi ya mismo,WIFI_RECONEXION,Reconexion de servicio
poner una clave nueva al router rapido,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
quiero pedir el equipo esta caliente y falla de inmediato,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
como solicito saber si ya programaron instalacion urgente,WIFI_ESTADO_INSTALACION,Estado de instalacion
necesito hacer cuando vence mi pago de internet cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
ayuda para me llego deuda que ya no corresponde urgente,WIFI_RECLAMO_COBRO,Reclamo de cobro
me pueden ayudar con saber fecha de vencimiento por favor,WIFI_CONSULTAR_FACTURA,Consulta de factura
ayuda para nuevo servicio de internet urgente,WIFI_INSTALACION,Instalacion de internet WiFi
quiero soporte para router por favor,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
tengo que me pueden instalar internet esta semana urgente,WIFI_INSTALACION,Instalacion de internet WiFi
pueden ayudarme a cambiar mi plan de internet en mi casa,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
pueden ayudarme a seguimiento de la instalacion cuanto antes,WIFI_ESTADO_INSTALACION,Estado de instalacion
deseo me falta el comprobante de facturacion urgente por favor,WIFI_DUPLICADO_FACTURA,Duplicado de factura
necesito hacer ver avance de instalacion de la oficina,WIFI_ESTADO_INSTALACION,Estado de instalacion
pueden ayudarme a pueden mover mi cita tecnica en mi casa,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
quiero pedir terminar mi contrato de internet en mi casa,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito hacer el modem esta bloqueado de la oficina,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
quiero pedir consultar mi factura cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
hacer otro nombre para mi red hogar lo antes posible,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
como puedo como va mi alta de internet ya mismo,WIFI_ESTADO_INSTALACION,Estado de instalacion
por favor llevar mi internet a otro domicilio ya mismo,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
ayuda para actualizar informacion del cliente ahora,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
debo que instalen router y servicio hoy mismo,WIFI_INSTALACION,Instalacion de internet WiFi
debo mi router no enciende urgente por favor,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
por favor dar de baja el servicio de inmediato,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
tengo que perdi mi factura y necesito otra de inmediato,WIFI_DUPLICADO_FACTURA,Duplicado de factura
pueden ayudarme a baja de wifi hogar cuanto antes,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
quiero pedir problema con el modem cuanto antes,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
como puedo mas velocidad para trabajar desde casa de inmediato,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
necesito pedir mas megas,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
quisiera reclamar un cobro indebido ya mismo,WIFI_RECLAMO_COBRO,Reclamo de cobro
debo modificar correo registrado en mi casa,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como puedo el modem no da internet urgente,WIFI_INTERNET_CAIDO,Internet caido
porfa reportar pago de internet lo antes posible,WIFI_REGISTRAR_PAGO,Registro de pago
quisiera revision en mi domicilio de inmediato,WIFI_VISITA_TECNICA,Visita tecnica
como hago para visita para revisar el cable urgente,WIFI_VISITA_TECNICA,Visita tecnica
debo internet mas veloz urgente,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
tengo que no puedo conectarme a internet urgente por favor,WIFI_INTERNET_CAIDO,Internet caido
hacer cerrar mi cuenta de internet lo antes posible,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito hacer me estan cobrando algo que no corresponde cuanto antes,WIFI_RECLAMO_COBRO,Reclamo de cobro
me gustaria registrar pago realizado de la oficina,WIFI_REGISTRAR_PAGO,Registro de pago
favor de estoy sin internet de inmediato,WIFI_INTERNET_CAIDO,Internet caido
tengo que me pueden mostrar mi factura actual por favor,WIFI_CONSULTAR_FACTURA,Consulta de factura
me pueden ayudar con confirmar que pague la factura urgente,WIFI_REGISTRAR_PAGO,Registro de pago
como puedo mejorar la velocidad del internet cuanto antes,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
debo problema con el modem de la oficina,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
quiero pedir mi internet anda lento y falla ahora,WIFI_INTERNET_LENTO,Internet lento
favor de migrar a un plan familiar de inmediato,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
favor de que otra persona figure como titular para mi cuenta,WIFI_CAMBIO_TITULAR,Cambio de titular
necesito reportar transferencia realizada de inmediato,WIFI_REGISTRAR_PAGO,Registro de pago
solicito recuperar el servicio cortado en mi casa,WIFI_RECONEXION,Reconexion de servicio
como hago para cambio de equipo wifi urgente,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
como puedo visita tecnica para mi internet para mi cuenta,WIFI_VISITA_TECNICA,Visita tecnica
tengo cortes pequenos y baja velocidad,WIFI_INTERNET_LENTO,Internet lento
cambiar la contrasena de mi red de inmediato,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
necesito contratar internet ahora,WIFI_INSTALACION,Instalacion de internet WiFi
como puedo cambiar cita con tecnico lo antes posible,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
necesito pedir dar de baja mi contrato por favor,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
solicito que mi hijo sea titular,WIFI_CAMBIO_TITULAR,Cambio de titular
quisiera cambio de clave de internet en mi casa,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
busco manden un tecnico ya mismo,WIFI_VISITA_TECNICA,Visita tecnica
necesito hacer se cayo el servicio de internet ahora,WIFI_INTERNET_CAIDO,Internet caido
actualizar mis datos,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
deseo retiro del servicio wifi hoy mismo,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
solicito duplicado de boleta de inmediato,WIFI_DUPLICADO_FACTURA,Duplicado de factura
porfa cambiar la contrasena de mi red de inmediato,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
busco estado de mi pedido de wifi en mi casa,WIFI_ESTADO_INSTALACION,Estado de instalacion
me gustaria mejorar velocidad contratada cuanto antes,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
ayuda para no se cuanto tengo que pagar ya mismo,WIFI_CONSULTAR_FACTURA,Consulta de factura
como hago para ayuda con el modem gracias,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
me pueden ayudar con cambiar mi plan de internet lo antes posible,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
cambiar ssid de mi internet en mi casa,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
visita para revisar el cable en mi casa,WIFI_VISITA_TECNICA,Visita tecnica
me gustaria se fue el internet en toda la casa,WIFI_INTERNET_CAIDO,Internet caido
pueden ayudarme a cambiar responsable del contrato wifi lo antes posible,WIFI_CAMBIO_TITULAR,Cambio de titular
necesito poner el nombre de mi negocio al wifi cuanto antes,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
me gustaria cambio de equipo wifi gracias,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito pedir que mi wifi tenga otro nombre,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
necesito tecnico en mi direccion en mi casa,WIFI_VISITA_TECNICA,Visita tecnica
como hago para internet sin servicio para mi cuenta,WIFI_INTERNET_CAIDO,Internet caido
necesito hacer editar el nombre del modem de inmediato,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
quisiera atrasar mi cita de soporte de inmediato,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
ayuda para ya pague la deuda de internet para mi cuenta,WIFI_REGISTRAR_PAGO,Registro de pago
me gustaria me pueden reenviar la factura urgente por favor,WIFI_DUPLICADO_FACTURA,Duplicado de factura
por favor donde adjunto el comprobante de pago en mi casa,WIFI_REGISTRAR_PAGO,Registro de pago
como cambio el password del internet para mi cuenta,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como hago para que me devuelvan la conexion urgente,WIFI_RECONEXION,Reconexion de servicio
como puedo que venga un tecnico urgente por favor,WIFI_VISITA_TECNICA,Visita tecnica
tengo que terminar el servicio por mudanza cuanto antes,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito pedir arreglar mis datos de contacto en mi casa,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
quiero el internet esta inestable y lento lo antes posible,WIFI_INTERNET_LENTO,Internet lento
como solicito trasladar mi internet a otra casa,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
visita para revisar el cable urgente por favor,WIFI_VISITA_TECNICA,Visita tecnica
solicito recuperar el servicio cortado gracias,WIFI_RECONEXION,Reconexion de servicio
quisiera personalizar el nombre de la senal urgente,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
necesito copia de factura internet por favor,WIFI_DUPLICADO_FACTURA,Duplicado de factura
solicito corregir mi correo electronico ahora,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
quisiera terminar el servicio por mudanza lo antes posible,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
me gustaria registrar pago realizado por favor,WIFI_REGISTRAR_PAGO,Registro de pago
como solicito mi wifi queda corto cuando uso netflix de la oficina,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
necesito pedir reportar transferencia realizada gracias,WIFI_REGISTRAR_PAGO,Registro de pago
necesito me cambio de departamento y quiero conservar wifi gracias,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
debo el recibo tiene un cargo raro de la oficina,WIFI_RECLAMO_COBRO,Reclamo de cobro
me gustaria cambio de clave de internet gracias,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
hacer pueden trasladar mi servicio por mudanza porfa,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
tengo que anular servicio de wifi de inmediato,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
quiero aumentar megas en mi contrato de inmediato,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
necesito hacer el problema necesita que vengan a ver,WIFI_VISITA_TECNICA,Visita tecnica
quiero pedir modificar plan contratado,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
como solicito el router se reinicia solo gracias,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
me pueden ayudar con cambiar telefono registrado en mi cuenta de inmediato,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
me pueden ayudar con instalar el mismo servicio en otra zona en mi casa,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
quisiera aumentar velocidad de internet porfa,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
deseo contratar wifi para casa urgente por favor,WIFI_INSTALACION,Instalacion de internet WiFi
me cobraron de mas rapido,WIFI_RECLAMO_COBRO,Reclamo de cobro
quiero pedir baja del servicio urgente por favor,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
me gustaria como va mi alta de internet en mi casa,WIFI_ESTADO_INSTALACION,Estado de instalacion
quiero pedir subir captura del pago de wifi porfa,WIFI_REGISTRAR_PAGO,Registro de pago
tengo que reconexion de internet lo antes posible,WIFI_RECONEXION,Reconexion de servicio
necesito pedir terminar el servicio por mudanza para mi cuenta,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
quisiera pueden mandar tecnico a revisar rapido,WIFI_VISITA_TECNICA,Visita tecnica
porfa cambiar telefono registrado en mi cuenta rapido,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
me gustaria estoy sin internet para mi cuenta,WIFI_INTERNET_CAIDO,Internet caido
por favor consultar deuda de internet de inmediato,WIFI_CONSULTAR_FACTURA,Consulta de factura
quiero pedir cuando me reconectan el servicio urgente,WIFI_RECONEXION,Reconexion de servicio
como puedo reportar transferencia realizada por favor,WIFI_REGISTRAR_PAGO,Registro de pago
me pueden ayudar con pueden mover mi cita tecnica lo antes posible,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
como hago para modificar datos de facturacion rapido,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
quiero pedir solicitar cambio de equipo por favor,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
hacer el equipo esta caliente y falla ya mismo,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
como hago para me cobraron de mas para mi cuenta,WIFI_RECLAMO_COBRO,Reclamo de cobro
favor de desactivar internet de mi casa porfa,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
pueden ayudarme a el aparato ya no sirve necesito reemplazo en mi casa,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
pueden ayudarme a pasar el servicio a otra persona cuanto antes,WIFI_CAMBIO_TITULAR,Cambio de titular
solicito que habiliten internet otra vez cuanto antes,WIFI_RECONEXION,Reconexion de servicio
como puedo me cambio de departamento y quiero conservar wifi gracias,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
tengo que detalle de mi factura urgente,WIFI_CONSULTAR_FACTURA,Consulta de factura
necesito hacer transferir titularidad wifi en mi casa,WIFI_CAMBIO_TITULAR,Cambio de titular
ayuda para levantar corte del servicio porfa,WIFI_RECONEXION,Reconexion de servicio
por favor subir captura del pago de wifi hoy mismo,WIFI_REGISTRAR_PAGO,Registro de pago
ayuda para mejorar velocidad contratada de la oficina,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
quiero aumentar megas en mi contrato,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
deseo cambiar el modem instalado porfa,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
me pueden ayudar con reenviar factura por correo ahora,WIFI_DUPLICADO_FACTURA,Duplicado de factura
como puedo pasarme a otro plan de wifi hoy mismo,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
necesito no puedo recibir al tecnico hoy en mi casa,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
solicito factura con monto equivocado urgente por favor,WIFI_RECLAMO_COBRO,Reclamo de cobro
pueden ayudarme a que revisen mi cobro de la oficina,WIFI_RECLAMO_COBRO,Reclamo de cobro
hacer aumentar los megas de descarga cuanto antes,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
como puedo migrar a un plan familiar ya mismo,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
como solicito llevar wifi a otra casa cuanto antes,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
como puedo las luces del router estan apagadas para mi cuenta,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
necesito agendar una visita tecnica lo antes posible,WIFI_VISITA_TECNICA,Visita tecnica
como puedo internet sin servicio de la oficina,WIFI_INTERNET_CAIDO,Internet caido
como hago para plan nuevo con instalacion,WIFI_INSTALACION,Instalacion de internet WiFi
busco factura con monto equivocado rapido,WIFI_RECLAMO_COBRO,Reclamo de cobro
quiero cambiar telefono de contacto lo antes posible,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como solicito manden nuevamente mi factura al correo ahora,WIFI_DUPLICADO_FACTURA,Duplicado de factura
ayuda para hacer cambio de titular porfa,WIFI_CAMBIO_TITULAR,Cambio de titular
porfa me cobraron doble el servicio para mi cuenta,WIFI_RECLAMO_COBRO,Reclamo de cobro
necesito pedir llevar wifi a otra casa,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
hacer coordinar revision del servicio porfa,WIFI_VISITA_TECNICA,Visita tecnica
favor de solicitar soporte presencial hoy mismo,WIFI_VISITA_TECNICA,Visita tecnica
como puedo solicitar tecnico presencial urgente por favor,WIFI_VISITA_TECNICA,Visita tecnica
hacer visita tecnica para mi internet gracias,WIFI_VISITA_TECNICA,Visita tecnica
como puedo clave mas segura para el wifi porfa,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
quiero que otra persona figure como titular,WIFI_CAMBIO_TITULAR,Cambio de titular
porfa dar de baja el servicio de inmediato,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito pedir reprogramar la visita tecnica de la oficina,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
tengo que hay un error en el cobro mensual urgente,WIFI_RECLAMO_COBRO,Reclamo de cobro
me gustaria mi router tiene una luz roja ya mismo,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
favor de no usare mas el servicio para mi cuenta,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
